employee_id,first_name,last_name,email,phone,department,city,hire_date,salary,active
18,DAVID,DAVIS,david_davis@yahoo,(225) 383-6442,Marketing ,Houston,"March 28, 2020",$70001,N
259,Karen ,Jackson,invalid-email,call me,Sales,Houston,"April 07, 2021",-5000,TRUE
241,Sarah ,Brown,sarah.brown@email.com,+1 232.784.7366,Marketing ,DALLAS,30/12/24,$36433,
21, Joseph,martinez,joseph_martinez@yahoo,,Support,Houston ,02-01-2018,86346.0,TRUE
23,ELIZABETH, Jackson,elizabeth_jackson@yahoo,871-904-1090,Engineering, Chicago,"October 23, 2023",,TRUE
214,Joseph ,Brown,joseph_brown@yahoo,2664768939,Support,San Antonio,01-05-2024,unknown,N
3,mike,moore,invalid-email,,Finance,San Diego,02/03/2022,-5000,No
77,william,Lopez,WILLIAM.Lopez@COMPANY.COM,950-872-2698,Sales,Philadelphia,15-02-2024,9999999,TRUE
114,James,gonzalez,james_gonzalez@yahoo,(670) 778-4984,ENGINEERING,San Antonio,25/03/22,92390,Y
223,Jessica ,johnson,jessica_johnson@yahoo,+1 905.208.1193,HR,San Antonio,2024-07-07,-5000,Y
168,linda, Jones,LINDA.Jones@COMPANY.COM,call me,sales,Houston ,19/08/18,-5000,False
294,Emily, Moore,,309-845-6886,Sales,Houston,14/04/18,,False
127, Thomas,Wilson,,4479690385,HR,San Diego,12-04-2019,94157.0,
220,Richard, Jackson,richard.jackson@email.com,call me,Sales,Los angeles,12/14/2020,82288.0,No
8,Jane ,Davis,jane.davis@email.com,6846404445,Support,Houston ,"October 20, 2024",$100686,1
143,John,JONES,john_jones@yahoo,+1 967.999.5403,Marketing, Chicago,01-05-2018,,1
237,Emily ,Rodriguez,emily_rodriguez@yahoo,795-907-8786,Engineering,San Diego,10/01/19,74357,Yes
243, Linda,MOORE,lindamoore@gmail.com,+1 771.625.2728,,Philadelphia,"February 22, 2023",N/A,False
111,James , Moore,JAMES.Moore@COMPANY.COM,8439450819,Marketing ,Los angeles,"July 03, 2023",134199.0,Y
251,SARAH,JOHNSON,SARAH.Johnson@COMPANY.COM,512-660-8719,HR,DALLAS,14-11-2023,N/A,Yes
268,Thomas,MARTIN,thomasmartin@gmail.com,4068007538,Marketing , Chicago,2022-08-23,69235.0,False
211, Mike, Miller,mike_miller@yahoo,+1 723.470.3747,sales,San Diego,09/09/24,unknown,Y
45,Jane ,jones,jane.jones@email.com,,Finance,Philadelphia,"December 27, 2024",141642.0,False
118,MIKE, Rodriguez,,2393077279,Marketing,Chicago,12/24/2018,unknown,No
284,michael,wilson,MICHAEL.Wilson@COMPANY.COM,call me,Sales,new york,10/04/21,,Y
296,John ,Thomas,johnthomas@gmail.com,call me,Marketing,Houston ,2019-03-12,$107984,No
60,Karen ,Martin,invalid-email,(873) 910-5381,Engineering,Houston ,10/08/19,N/A,Yes
81,EMILY, Smith,emily.smith@email.com,+1 780.233.3513,Marketing ,Philadelphia,"March 04, 2022",N/A,False
152, Elizabeth,Gonzalez,elizabeth_gonzalez@yahoo,call me,,San Jose,03-10-2020,9999999,Yes
113,John , Smith,john.smith@email.com,748-493-1280,Marketing,Los Angeles,11/18/2023,-5000,0
176, Robert, Hernandez,roberthernandez@gmail.com,(523) 932-3954,Marketing ,phoenix,05/07/2020,9999999,No
88,JENNIFER,gonzalez,invalid-email,(775) 308-6228,Finance,San Antonio,"November 25, 2024",N/A,0
215,Elizabeth , Moore,elizabethmoore@gmail.com,+1 607.953.3262,Marketing,Los angeles,"July 30, 2020",,N
235,Mike,jones,mike_jones@yahoo,,Marketing ,Houston,05/18/2018,,False
239, Patricia,MOORE,invalid-email,(391) 756-6696,Support,Chicago,15-01-2023,100989.0,TRUE
57,David ,rodriguez,david_rodriguez@yahoo,,Marketing ,Houston,22-08-2022,unknown,No
70,karen, Williams,,295-861-7937,HR,Philadelphia,06/15/2023,,1
144, Thomas, Williams,invalid-email,780-370-7024,Support,New York,2018-06-30,91835.0,yes
31, Jessica, Thomas,,call me,,new york,02-04-2022,141536.0,Y
292,Sarah,Johnson,invalid-email,9099002530,Engineering,Los angeles,"September 12, 2021",9999999,TRUE
17,Elizabeth,Moore,elizabeth.moore@email.com,(907) 352-9938,sales,Houston,2020-10-19,unknown,
66,sarah,JONES,sarahjones@gmail.com,+1 777.978.8354,,new york,16-08-2021,9999999,TRUE
172,Karen ,Gonzalez,karen.gonzalez@email.com,7576911639,Finance,new york,24-08-2021,-5000,N
104,susan, Johnson,susanjohnson@gmail.com,583-591-8348,sales,Los Angeles,02/01/20,$99316,Yes
139,Sarah, Jones,SARAH.Jones@COMPANY.COM,+1 815.814.5668,Sales,Houston ,05/20/2021,$109551,yes
184,Elizabeth,GARCIA,,call me,ENGINEERING, Chicago,08/01/22,N/A,TRUE
51,Linda  ,gonzalez,linda.gonzalez@email.com,call me,ENGINEERING,Houston ,2022-03-02,$126698,
